student_id,avg_sgpa,sgpa_std,trend_slope,completed_credits,remaining_credits,target_cgpa,required_sgpa,performance_level,chance_label
373,4.84,0.27,0.285,70.0,66.0,6.45,8.16,Below Average,Low
374,8.03,0.38,-0.123,102.0,18.0,7.82,6.63,Good,High
375,7.93,0.2,-0.009,88.0,22.0,7.16,4.06,Good,High
376,8.53,0.12,0.016,94.0,106.0,9.42,10.21,Excellent,Low
377,7.32,0.08,0.17,44.0,84.0,6.66,6.31,Good,High
378,7.35,0.07,-0.14,40.0,90.0,8.03,8.33,Good,Low
379,5.69,0.2,0.106,118.0,40.0,5.37,4.44,Average,High
380,6.94,0.21,-0.41,42.0,46.0,6.85,6.76,Average,Medium
381,4.73,0.0,-0.0,48.0,18.0,5.17,6.34,Below Average,Low
382,7.94,0.14,0.002,82.0,44.0,7.65,7.11,Good,High
383,8.91,0.69,-0.345,64.0,26.0,8.52,7.55,Excellent,Medium
384,4.45,0.26,-0.32,72.0,84.0,5.18,5.8,Below Average,Low
385,6.86,0.23,-0.055,70.0,26.0,7.75,10.13,Average,Low
386,8.4,0.29,-0.57,44.0,38.0,9.89,11.62,Good,Low
387,6.41,0.23,-0.052,88.0,18.0,5.63,1.83,Average,High
388,6.41,0.46,0.109,112.0,20.0,5.76,2.09,Average,High
389,5.98,0.27,0.185,76.0,72.0,5.87,5.76,Average,Medium
390,8.25,0.18,0.029,96.0,98.0,8.36,8.47,Good,Medium
391,5.92,0.25,-0.072,112.0,92.0,7.37,9.13,Average,Low
392,7.3,0.13,-0.26,42.0,22.0,7.64,8.3,Good,Low
393,6.72,0.45,-0.133,80.0,88.0,7.7,8.59,Average,Low
394,4.3,0.47,-0.297,108.0,26.0,6.23,14.26,Below Average,Low
395,6.15,0.0,-0.01,36.0,62.0,7.65,8.52,Average,Low
396,6.38,0.29,0.17,92.0,86.0,7.03,7.73,Average,Low
397,5.8,0.03,-0.06,46.0,82.0,5.8,5.8,Average,Medium
398,7.21,0.61,-0.383,102.0,100.0,8.87,10.56,Good,Low
399,5.96,0.36,-0.43,62.0,60.0,5.04,4.09,Average,High
400,9.44,0.13,-0.014,108.0,66.0,9.62,9.91,Excellent,Medium
401,5.19,0.1,-0.19,50.0,44.0,6.45,7.88,Below Average,Low
402,8.83,0.21,-0.145,76.0,80.0,7.98,7.18,Excellent,High
403,7.23,0.46,0.92,42.0,26.0,8.11,9.53,Good,Medium
404,5.68,0.4,-0.79,44.0,22.0,6.68,8.68,Average,Low
405,5.25,0.35,0.079,140.0,116.0,6.68,8.41,Below Average,Low
406,4.99,0.47,-0.078,100.0,70.0,5.95,7.32,Below Average,Low
407,7.84,0.64,0.348,86.0,58.0,9.64,12.32,Good,Low
408,5.15,0.63,-0.324,130.0,40.0,5.95,8.55,Below Average,Low
409,5.76,0.19,0.092,104.0,110.0,6.22,6.65,Average,Medium
410,5.85,0.47,0.174,88.0,112.0,5.36,4.97,Average,High
411,5.61,0.51,0.42,72.0,26.0,5.54,5.36,Average,High
412,7.33,0.05,0.11,36.0,18.0,6.82,5.79,Good,High
413,9.02,0.05,-0.05,60.0,86.0,8.16,7.56,Excellent,High
414,8.53,0.37,0.275,60.0,24.0,9.27,11.12,Excellent,Low
415,5.76,0.45,-0.025,90.0,22.0,7.61,15.17,Average,Low
416,9.13,0.47,0.196,110.0,44.0,9.47,10.33,Excellent,Low
417,5.62,0.28,0.32,62.0,86.0,5.69,5.74,Average,Medium
418,6.79,0.24,-0.094,90.0,104.0,7.85,8.77,Average,Low
419,6.53,0.23,0.46,46.0,56.0,5.8,5.2,Average,High
420,6.94,0.58,0.278,116.0,108.0,7.94,9.01,Average,Low
421,5.97,0.21,0.26,60.0,22.0,7.5,11.68,Average,Low
422,5.82,0.02,-0.03,38.0,66.0,7.82,8.97,Average,Low
423,9.5,0.27,0.109,108.0,106.0,8.71,7.9,Excellent,High
424,8.58,0.26,-0.52,44.0,44.0,9.9,11.22,Excellent,Low
425,9.09,0.56,0.237,132.0,44.0,9.14,9.3,Excellent,Medium
426,9.15,0.32,-0.65,48.0,38.0,9.16,9.17,Excellent,Low
427,7.36,0.63,0.351,134.0,62.0,7.86,8.94,Good,Low
428,8.18,0.56,-1.12,48.0,26.0,9.7,12.5,Good,Low
429,8.55,0.37,0.73,46.0,94.0,9.35,9.74,Excellent,Medium
430,6.89,0.17,-0.113,86.0,40.0,8.32,11.39,Average,Low
431,5.55,0.27,0.199,82.0,66.0,5.1,4.54,Average,High
432,6.17,0.21,-0.03,118.0,48.0,6.64,7.79,Average,Low
433,6.99,0.21,-0.42,38.0,108.0,7.53,7.72,Average,Low
434,7.05,0.12,-0.035,118.0,18.0,8.06,14.69,Good,Low
435,7.79,0.16,0.084,86.0,44.0,7.66,7.41,Good,Medium
436,5.45,0.15,0.29,48.0,44.0,5.76,6.1,Below Average,Medium
437,7.28,0.28,-0.57,44.0,112.0,9.27,10.05,Good,Low
438,4.19,0.44,-0.119,140.0,86.0,5.17,6.77,Below Average,Low
439,7.71,0.22,-0.123,96.0,42.0,8.51,10.33,Good,Low
440,5.52,0.21,-0.42,42.0,44.0,7.22,8.84,Average,Low
441,5.49,0.11,0.025,66.0,112.0,5.06,4.81,Below Average,High
442,7.68,0.32,-0.031,96.0,114.0,7.34,7.05,Good,Medium
443,7.51,0.19,0.03,114.0,118.0,9.05,10.53,Good,Low
444,5.52,0.24,-0.005,66.0,58.0,6.04,6.63,Average,Low
445,6.78,0.16,0.185,68.0,62.0,7.49,8.27,Average,Low
446,8.28,0.25,0.04,68.0,42.0,8.08,7.76,Good,Medium
447,5.04,0.32,-0.287,88.0,42.0,5.02,4.97,Below Average,Medium
448,8.35,0.43,0.38,92.0,44.0,8.69,9.4,Good,Medium
449,6.55,0.6,-0.235,90.0,108.0,6.85,7.1,Average,Low
450,6.87,0.22,-0.44,50.0,24.0,8.78,12.76,Average,Low
451,6.25,0.62,0.127,116.0,18.0,5.69,2.08,Average,High
452,9.34,0.26,-0.081,108.0,50.0,8.77,7.54,Excellent,High
453,9.33,0.3,-0.114,108.0,116.0,9.14,8.96,Excellent,Medium
454,8.05,0.36,-0.128,130.0,104.0,9.54,11.4,Good,Low
455,5.89,0.39,0.053,112.0,44.0,5.67,5.1,Average,High
456,8.87,0.34,0.25,62.0,60.0,8.44,8.0,Excellent,High
457,8.97,0.14,-0.005,58.0,24.0,9.29,10.06,Excellent,Low
458,6.65,0.49,-0.096,104.0,44.0,6.76,7.02,Average,Medium
459,9.65,0.45,0.21,134.0,108.0,9.98,10.39,Excellent,Low
460,4.25,0.04,0.08,44.0,46.0,5.86,7.4,Below Average,Low
461,6.15,0.38,0.225,60.0,86.0,7.19,7.91,Average,Low
462,4.72,0.18,-0.36,38.0,96.0,6.17,6.74,Below Average,Low
463,5.67,0.5,-0.193,136.0,66.0,7.32,10.73,Average,Low
464,8.06,0.37,-0.088,82.0,22.0,7.45,5.19,Good,High
465,8.71,0.08,0.17,44.0,106.0,9.3,9.54,Excellent,Medium
466,5.63,0.41,0.21,72.0,46.0,5.67,5.73,Average,Medium
467,4.27,0.09,-0.18,44.0,70.0,5.93,6.97,Below Average,Low
468,8.81,0.04,-0.04,72.0,26.0,9.1,9.9,Excellent,Low
469,8.08,0.27,0.023,148.0,72.0,9.94,13.76,Good,Low
470,5.64,0.42,0.43,66.0,92.0,5.9,6.09,Average,Medium
471,4.41,0.46,0.016,90.0,92.0,6.26,8.07,Below Average,Low
472,9.59,0.25,-0.043,136.0,64.0,8.97,7.66,Excellent,High
473,8.89,0.33,0.01,148.0,118.0,8.87,8.84,Excellent,Medium
474,5.99,0.32,-0.221,88.0,100.0,5.03,4.18,Average,High
475,7.13,0.25,-0.077,120.0,66.0,7.68,8.68,Good,Low
476,7.86,0.51,0.196,148.0,108.0,9.8,12.46,Good,Low
477,7.04,0.42,0.177,88.0,70.0,6.13,4.99,Good,High
478,4.86,0.39,0.334,86.0,50.0,6.28,8.72,Below Average,Low
479,8.44,0.1,0.19,44.0,20.0,8.42,8.38,Good,Medium
480,5.62,0.31,0.62,48.0,106.0,5.15,4.94,Average,High
481,5.56,0.24,0.1,120.0,98.0,5.23,4.83,Average,High
482,4.53,0.34,0.046,134.0,116.0,6.0,7.7,Below Average,Low
483,4.76,0.54,0.655,66.0,22.0,6.37,11.21,Below Average,Low
484,7.72,0.24,0.01,136.0,96.0,9.13,11.13,Good,Low
485,5.08,0.09,0.042,110.0,110.0,6.01,6.94,Below Average,Low
486,8.67,0.16,0.02,136.0,92.0,8.3,7.75,Excellent,High
487,6.23,0.26,0.114,98.0,66.0,6.27,6.34,Average,Medium
488,7.69,0.08,-0.17,40.0,20.0,9.33,12.6,Good,Low
489,6.1,0.31,-0.139,132.0,66.0,6.47,7.21,Average,Low
490,7.19,0.29,0.019,88.0,50.0,6.78,6.06,Good,High
491,8.63,0.39,-0.048,94.0,68.0,8.05,7.25,Excellent,High
492,8.33,0.17,-0.15,66.0,76.0,9.49,10.49,Good,Low
493,9.05,0.44,0.227,74.0,96.0,9.46,9.78,Excellent,Medium
494,6.89,0.49,0.535,64.0,110.0,7.94,8.55,Average,Medium
495,5.79,0.37,0.125,62.0,86.0,6.65,7.27,Average,Low
496,5.8,0.46,0.319,106.0,86.0,5.7,5.57,Average,High
497,8.3,0.09,-0.032,92.0,110.0,8.14,8.0,Good,Medium
498,6.16,0.63,-0.22,140.0,110.0,5.27,4.14,Average,High
499,7.62,0.44,0.092,118.0,66.0,9.45,12.73,Good,Low
500,7.45,0.17,-0.007,128.0,108.0,8.27,9.24,Good,Low
501,7.01,0.22,0.44,48.0,94.0,8.16,8.75,Good,Medium
502,8.12,0.39,0.125,110.0,90.0,7.53,6.8,Good,High
503,4.51,0.41,0.82,46.0,68.0,5.92,6.87,Below Average,Medium
504,8.91,0.37,0.273,90.0,18.0,8.24,4.91,Excellent,High
505,4.25,0.0,-0.0,40.0,88.0,5.58,6.18,Below Average,Low
506,5.3,0.38,0.254,116.0,44.0,5.44,5.82,Below Average,Medium
507,7.29,0.23,-0.002,86.0,24.0,7.27,7.21,Good,Medium
508,8.38,0.48,0.226,150.0,114.0,7.49,6.32,Good,High
509,7.49,0.43,-0.22,106.0,22.0,8.47,13.19,Good,Low
510,8.64,0.32,-0.245,84.0,108.0,8.24,7.93,Excellent,Medium
511,7.51,0.31,-0.131,116.0,20.0,7.31,6.14,Good,High
512,6.0,0.65,-0.362,148.0,46.0,7.1,10.65,Average,Low
513,9.15,0.35,0.063,142.0,22.0,9.03,8.29,Excellent,High
514,9.61,0.26,-0.049,110.0,86.0,9.57,9.52,Excellent,Medium
515,5.71,0.44,-0.228,110.0,20.0,6.35,9.85,Average,Low
516,8.46,0.56,-0.63,58.0,64.0,9.54,10.52,Good,Low
517,6.86,0.18,-0.36,40.0,114.0,8.66,9.29,Average,Low
518,4.08,0.35,-0.169,136.0,104.0,5.68,7.77,Below Average,Low
519,5.9,0.3,-0.137,78.0,70.0,7.13,8.5,Average,Low
520,4.8,0.34,-0.14,102.0,22.0,5.08,6.37,Below Average,Low
521,8.18,0.28,0.079,104.0,72.0,7.99,7.72,Good,Medium
522,7.74,0.32,0.28,74.0,106.0,8.57,9.15,Good,Low
523,6.66,0.49,-0.175,112.0,22.0,6.46,5.46,Average,High
524,6.21,0.45,-0.113,128.0,60.0,6.8,8.06,Average,Low
525,6.52,0.06,-0.12,46.0,100.0,6.27,6.16,Average,Medium
526,8.25,0.28,0.074,88.0,42.0,8.86,10.13,Good,Low
527,7.48,0.19,-0.22,66.0,90.0,8.17,8.68,Good,Low
528,6.36,0.46,-0.224,92.0,52.0,7.1,8.41,Average,Low
529,8.18,0.05,0.11,42.0,68.0,7.21,6.61,Good,High
530,4.76,0.38,0.35,68.0,108.0,6.37,7.39,Below Average,Low
531,7.25,0.3,-0.235,92.0,108.0,6.7,6.23,Good,Medium
532,6.37,0.15,0.3,44.0,56.0,7.42,8.25,Average,Low
533,6.62,0.35,-0.153,130.0,46.0,7.46,9.84,Average,Low
534,8.42,0.67,0.303,140.0,26.0,9.87,17.66,Good,Low
535,4.31,0.42,-0.505,72.0,46.0,5.69,7.85,Below Average,Low
536,5.76,0.3,-0.019,112.0,94.0,5.4,4.97,Average,High
537,7.03,0.33,0.39,72.0,20.0,6.86,6.23,Good,High
538,7.89,0.21,0.0,62.0,60.0,7.35,6.8,Good,High
539,4.47,0.27,0.55,40.0,72.0,5.62,6.26,Below Average,Medium
540,4.71,0.32,-0.204,110.0,90.0,6.32,8.29,Below Average,Low
541,4.77,0.27,0.02,62.0,114.0,6.0,6.67,Below Average,Low
542,7.53,0.2,-0.067,88.0,74.0,8.34,9.3,Good,Low
543,8.4,0.33,0.33,66.0,114.0,9.22,9.69,Good,Medium
544,6.09,0.18,0.055,64.0,90.0,6.82,7.34,Average,Low
545,7.24,0.88,-0.414,122.0,110.0,6.94,6.6,Good,Medium
546,4.85,0.47,-0.046,102.0,114.0,6.33,7.66,Below Average,Low
547,6.8,0.28,0.096,134.0,72.0,7.35,8.38,Average,Low
548,5.86,0.3,0.053,126.0,18.0,7.69,20.49,Average,Low
549,5.16,0.28,-0.069,86.0,66.0,5.86,6.78,Below Average,Low
550,5.2,0.29,0.213,72.0,90.0,6.13,6.87,Below Average,Low
551,8.53,0.6,-0.331,112.0,22.0,8.77,9.97,Excellent,Low
552,5.79,0.47,-0.555,64.0,18.0,6.84,10.57,Average,Low
553,5.48,0.16,0.099,110.0,22.0,5.02,2.72,Below Average,High
554,7.68,0.26,0.144,116.0,18.0,8.68,15.1,Good,Low
555,8.01,0.27,0.305,68.0,40.0,9.21,11.24,Good,Low
556,8.17,0.02,0.04,50.0,86.0,9.24,9.86,Good,Low
557,8.1,0.27,-0.11,126.0,20.0,9.82,20.69,Good,Low
558,6.15,0.33,0.202,102.0,44.0,6.57,7.55,Average,Low
559,4.86,0.26,0.084,124.0,86.0,6.41,8.64,Below Average,Low
560,8.53,0.31,-0.093,132.0,44.0,9.61,12.84,Excellent,Low
561,7.13,0.15,0.18,64.0,58.0,7.55,8.01,Good,Medium
562,8.86,0.35,0.105,130.0,22.0,9.49,13.19,Excellent,Low
563,9.04,0.19,-0.37,44.0,112.0,8.06,7.67,Excellent,High
564,4.65,0.36,-0.38,62.0,64.0,6.58,8.45,Below Average,Low
565,9.04,0.18,0.155,88.0,122.0,9.07,9.09,Excellent,Medium
566,6.63,0.3,0.345,76.0,114.0,8.05,8.99,Average,Low
567,9.95,0.12,0.058,108.0,88.0,9.35,8.62,Excellent,High
568,6.37,0.22,-0.255,64.0,56.0,7.04,7.81,Average,Low
569,8.08,0.57,0.447,80.0,90.0,8.9,9.63,Good,Medium
570,8.34,0.45,0.288,124.0,54.0,8.55,9.03,Good,Medium
571,6.95,0.07,-0.009,128.0,64.0,6.35,5.16,Average,High
572,4.03,0.44,-0.535,64.0,66.0,5.44,6.81,Below Average,Low
573,5.51,0.18,-0.113,124.0,84.0,6.82,8.76,Average,Low
574,6.5,0.72,0.31,122.0,110.0,8.4,10.51,Average,Low
575,8.84,0.37,0.238,112.0,22.0,9.62,13.58,Excellent,Low
576,9.21,0.14,0.093,94.0,22.0,8.29,4.34,Excellent,High
577,7.29,0.44,-0.346,80.0,108.0,8.26,8.98,Good,Low
578,5.98,0.22,0.084,84.0,110.0,5.92,5.88,Average,Medium
579,5.99,0.27,-0.004,120.0,18.0,7.35,16.39,Average,Low
580,5.33,0.54,-0.362,100.0,78.0,6.24,7.4,Below Average,Low
581,7.62,0.21,0.43,46.0,56.0,9.07,10.26,Good,Low
582,6.67,0.58,-0.222,104.0,22.0,8.35,16.31,Average,Low
583,8.96,0.57,0.476,76.0,80.0,9.94,10.87,Excellent,Low
584,5.69,0.25,-0.14,70.0,88.0,5.74,5.78,Average,Medium
585,7.85,0.36,0.18,84.0,88.0,7.31,6.79,Good,High
586,5.7,0.55,-0.481,88.0,106.0,6.41,7.0,Average,Low
587,7.5,0.24,0.19,60.0,86.0,7.26,7.09,Good,High
588,5.32,0.34,-0.026,90.0,66.0,6.07,7.09,Below Average,Low
589,8.77,0.34,0.262,82.0,18.0,8.87,9.32,Excellent,Medium
590,7.61,0.27,0.54,46.0,68.0,8.36,8.87,Good,Medium
591,8.17,0.23,0.118,104.0,26.0,9.49,14.77,Good,Low
592,7.6,0.14,0.046,112.0,70.0,7.73,7.95,Good,Medium
593,4.15,0.55,-0.605,62.0,50.0,5.31,6.75,Below Average,Low
594,9.46,0.14,-0.098,80.0,114.0,9.84,10.11,Excellent,Low
595,8.82,0.43,-0.121,102.0,114.0,9.76,10.6,Excellent,Low
596,5.37,0.13,-0.099,86.0,52.0,6.61,8.67,Below Average,Low
597,9.06,0.18,-0.027,118.0,46.0,9.68,11.27,Excellent,Low
598,4.99,0.51,-0.435,56.0,22.0,6.45,10.17,Below Average,Low
599,5.68,0.17,0.33,36.0,62.0,5.28,5.05,Average,High
600,7.04,0.41,0.235,74.0,86.0,7.37,7.65,Good,Medium
601,6.16,0.39,0.77,42.0,20.0,7.45,10.15,Average,Low
602,5.86,0.31,0.28,70.0,42.0,7.43,10.05,Average,Low
603,5.75,0.65,-0.135,132.0,86.0,5.72,5.67,Average,Medium
604,7.39,0.25,-0.13,70.0,100.0,6.74,6.28,Good,High
605,5.67,0.37,0.17,72.0,90.0,6.34,6.87,Average,Low
606,6.12,0.5,0.23,86.0,20.0,6.35,7.34,Average,Low
607,8.92,0.56,0.247,120.0,44.0,8.04,5.64,Excellent,High
608,5.16,0.39,-0.137,122.0,108.0,5.87,6.67,Below Average,Low
609,6.76,0.36,-0.42,74.0,112.0,7.57,8.11,Average,Low
610,7.16,0.26,-0.12,60.0,24.0,8.39,11.47,Good,Low
611,5.68,0.34,-0.129,116.0,22.0,6.38,10.05,Average,Low
612,6.89,0.33,0.65,42.0,122.0,7.85,8.18,Average,Medium
613,9.36,0.45,-0.9,40.0,88.0,9.73,9.9,Excellent,Low
614,8.83,0.64,0.54,70.0,100.0,9.89,10.63,Excellent,Low
615,4.95,0.28,0.102,84.0,114.0,6.74,8.06,Below Average,Low
616,8.71,0.06,-0.07,64.0,72.0,9.32,9.86,Excellent,Low
617,7.61,0.36,-0.05,114.0,24.0,8.25,11.29,Good,Low
618,6.5,0.27,0.235,96.0,46.0,5.65,3.88,Average,High
619,8.61,0.65,-0.213,118.0,70.0,9.31,10.49,Excellent,Low
620,7.23,0.47,0.575,64.0,26.0,7.35,7.64,Good,High
621,8.42,0.1,0.2,42.0,26.0,9.77,11.94,Good,Low
622,9.33,0.31,-0.109,94.0,66.0,9.61,10.01,Excellent,Low
623,9.04,0.19,0.38,44.0,96.0,8.13,7.71,Excellent,High
624,8.89,0.32,-0.63,42.0,68.0,8.25,7.85,Excellent,Medium
625,6.64,0.24,-0.112,108.0,38.0,6.5,6.12,Average,Medium
626,8.97,0.37,0.076,82.0,102.0,9.72,10.32,Excellent,Low
627,4.67,0.33,-0.67,48.0,50.0,6.12,7.51,Below Average,Low
628,4.4,0.38,0.037,114.0,24.0,6.11,14.24,Below Average,Low
629,7.96,0.29,-0.35,58.0,92.0,7.75,7.62,Good,Medium
630,8.17,0.36,0.072,118.0,92.0,7.87,7.48,Good,High
631,4.52,0.2,-0.39,44.0,108.0,6.0,6.6,Below Average,Low
632,7.99,0.27,0.117,132.0,26.0,7.07,2.38,Good,High
633,9.48,0.46,0.139,92.0,114.0,8.88,8.39,Excellent,High
634,7.97,0.27,0.014,92.0,114.0,7.0,6.22,Good,High
635,8.76,0.33,0.65,42.0,42.0,9.35,9.94,Excellent,Medium
636,8.63,0.21,-0.015,124.0,102.0,9.14,9.76,Excellent,Low
637,5.0,0.41,-0.274,86.0,44.0,5.77,7.27,Below Average,Low
638,8.29,0.35,-0.238,110.0,46.0,8.3,8.31,Good,Medium
639,7.85,0.28,-0.208,90.0,84.0,7.79,7.72,Good,Medium
640,7.28,0.29,0.025,72.0,52.0,7.61,8.07,Good,Medium
641,5.03,0.32,0.029,118.0,18.0,5.81,10.91,Below Average,Low
642,6.47,0.41,0.49,64.0,70.0,6.57,6.66,Average,High
643,7.59,0.42,-0.85,48.0,26.0,7.98,8.71,Good,Low
644,6.98,0.04,0.09,48.0,68.0,7.88,8.51,Average,Low
645,8.46,0.37,-0.287,88.0,80.0,9.83,11.34,Good,Low
646,5.21,0.29,0.107,142.0,66.0,5.76,6.94,Below Average,Low
647,7.7,0.06,0.07,64.0,62.0,9.6,11.56,Good,Low
648,7.03,0.35,0.285,78.0,62.0,7.22,7.46,Good,Medium
649,6.49,0.37,-0.147,102.0,94.0,8.05,9.74,Average,Low
650,7.48,0.42,-0.234,106.0,90.0,7.95,8.5,Good,Low
651,6.88,0.36,0.074,128.0,86.0,8.57,11.08,Average,Low
652,7.83,0.21,0.06,134.0,44.0,7.98,8.45,Good,Medium
653,9.4,0.31,-0.63,48.0,72.0,8.78,8.37,Excellent,Medium
654,9.17,0.65,0.304,126.0,70.0,9.29,9.51,Excellent,Medium
655,6.6,0.32,-0.158,122.0,44.0,8.6,14.13,Average,Low
656,9.23,0.43,0.121,126.0,40.0,8.58,6.54,Excellent,High
657,5.79,0.14,-0.057,114.0,42.0,5.13,3.33,Average,High
658,6.66,0.19,-0.009,126.0,84.0,6.88,7.21,Average,Medium
659,5.66,0.21,-0.41,50.0,90.0,6.31,6.67,Average,Low
660,4.39,0.31,-0.375,66.0,120.0,5.99,6.87,Below Average,Low
661,9.02,0.12,0.055,64.0,22.0,9.99,12.81,Excellent,Low
662,5.5,0.34,-0.69,36.0,20.0,5.83,6.42,Average,Low
663,6.92,0.16,-0.1,60.0,86.0,5.94,5.26,Average,High
664,5.64,0.36,0.395,68.0,24.0,6.86,10.32,Average,Low
665,8.07,0.34,-0.009,108.0,86.0,9.98,12.38,Good,Low
666,8.43,0.49,0.23,142.0,40.0,9.79,14.61,Good,Low
667,8.66,0.36,-0.43,64.0,64.0,9.77,10.88,Excellent,Low
668,5.09,0.2,-0.24,70.0,110.0,5.98,6.55,Below Average,Low
669,8.83,0.2,0.05,112.0,76.0,9.91,11.5,Excellent,Low
670,7.02,0.44,0.88,46.0,88.0,6.21,5.79,Good,High
671,7.27,0.35,0.41,66.0,94.0,7.0,6.81,Good,High
672,8.8,0.66,0.325,138.0,44.0,8.08,5.82,Excellent,High
673,5.89,0.52,-1.03,48.0,94.0,5.14,4.76,Average,Low
674,8.52,0.09,-0.041,98.0,64.0,8.88,9.43,Excellent,Low
675,9.32,0.26,0.101,120.0,98.0,9.04,8.7,Excellent,High
676,5.37,0.31,-0.133,86.0,56.0,7.06,9.66,Below Average,Low
677,9.02,0.57,0.263,144.0,44.0,8.52,6.9,Excellent,High
678,6.39,0.16,-0.32,46.0,88.0,6.77,6.97,Average,Low
679,6.56,0.08,-0.046,86.0,22.0,6.77,7.59,Average,Low
680,4.41,0.74,-0.455,108.0,84.0,5.82,7.64,Below Average,Low
681,4.74,0.59,1.19,46.0,108.0,6.07,6.64,Below Average,Medium
682,6.56,0.46,0.08,84.0,104.0,6.27,6.04,Average,Medium
683,6.95,0.23,0.25,66.0,66.0,6.76,6.57,Average,High
684,7.85,0.53,0.277,134.0,64.0,9.73,13.66,Good,Low
685,8.31,0.15,-0.31,40.0,80.0,8.32,8.32,Good,Medium
686,9.16,0.54,1.09,42.0,38.0,8.5,7.77,Excellent,High
687,4.11,0.3,-0.205,100.0,126.0,5.75,7.05,Below Average,Low
688,5.82,0.38,-0.76,38.0,62.0,6.39,6.74,Average,Low
689,4.38,0.4,0.045,56.0,60.0,5.36,6.27,Below Average,Low
690,5.67,0.11,-0.22,48.0,106.0,5.25,5.06,Average,Medium
691,5.03,0.15,0.3,40.0,22.0,6.58,9.39,Below Average,Low
692,7.42,0.48,0.087,134.0,40.0,8.36,11.52,Good,Low
693,5.12,0.39,0.43,62.0,46.0,6.37,8.05,Below Average,Low
694,5.69,0.35,-0.099,108.0,22.0,6.61,11.14,Average,Low
695,9.4,0.48,0.41,92.0,120.0,9.85,10.2,Excellent,Low
696,6.66,0.25,0.06,68.0,104.0,6.69,6.71,Average,Medium
697,8.18,0.45,-0.093,102.0,58.0,8.69,9.59,Good,Low
698,6.19,0.42,-0.248,122.0,104.0,7.33,8.67,Average,Low
699,7.94,0.12,-0.25,42.0,18.0,8.29,9.11,Good,Low
700,7.27,0.43,-0.198,104.0,90.0,8.32,9.54,Good,Low
701,4.53,0.37,-0.116,128.0,42.0,5.1,6.84,Below Average,Low
702,7.84,0.72,0.357,138.0,46.0,7.91,8.13,Good,Medium
703,6.67,0.38,-0.76,42.0,22.0,6.65,6.62,Average,Low
704,7.42,0.39,-0.075,108.0,62.0,7.1,6.55,Good,High
705,5.79,0.28,-0.099,136.0,66.0,6.44,7.77,Average,Low
706,6.13,0.17,-0.131,88.0,90.0,6.83,7.51,Average,Low
707,7.18,0.41,0.152,138.0,26.0,8.82,17.55,Good,Low
708,8.44,0.62,0.176,80.0,114.0,8.91,9.24,Good,Medium
709,5.08,0.02,0.01,68.0,118.0,6.33,7.05,Below Average,Low
710,4.32,0.5,-0.153,128.0,62.0,6.3,10.39,Below Average,Low
711,5.54,0.13,0.26,46.0,42.0,6.21,6.95,Average,Medium
712,7.31,0.19,0.024,126.0,44.0,8.61,12.32,Good,Low
713,5.28,0.37,0.175,146.0,26.0,5.73,8.27,Below Average,Low
714,5.56,0.35,-0.71,48.0,112.0,7.35,8.12,Average,Low
715,5.58,0.48,0.041,80.0,26.0,7.16,12.01,Average,Low
716,5.98,0.17,0.07,66.0,84.0,7.32,8.37,Average,Low
717,8.29,0.16,-0.003,124.0,46.0,7.92,6.93,Good,High
718,9.25,0.37,-0.135,124.0,118.0,9.42,9.6,Excellent,Medium
719,6.14,0.36,0.128,134.0,120.0,5.19,4.13,Average,High
720,8.54,0.41,-0.82,44.0,110.0,8.72,8.79,Excellent,Low
721,6.15,0.36,-0.135,116.0,90.0,6.39,6.71,Average,Low
722,5.96,0.15,-0.29,44.0,98.0,6.65,6.96,Average,Low
723,8.45,0.7,-0.467,108.0,64.0,9.9,12.34,Good,Low
724,9.03,0.57,0.197,130.0,42.0,9.93,12.71,Excellent,Low
725,5.43,0.05,0.1,40.0,90.0,6.2,6.54,Below Average,Medium
726,7.2,0.49,0.245,100.0,44.0,7.36,7.73,Good,Medium
727,7.44,0.16,-0.122,94.0,60.0,9.08,11.65,Good,Low
728,6.13,0.38,-0.183,110.0,124.0,6.07,6.01,Average,Medium
729,6.67,0.24,-0.48,42.0,104.0,7.57,7.93,Average,Low
730,8.09,0.28,0.55,44.0,18.0,8.44,9.3,Good,Medium
731,8.15,0.16,-0.078,102.0,26.0,9.56,15.08,Good,Low
732,5.13,0.5,0.107,118.0,70.0,6.35,8.41,Below Average,Low
733,6.76,0.04,-0.09,36.0,46.0,8.55,9.95,Average,Low
734,6.29,0.34,0.082,84.0,76.0,6.5,6.73,Average,Medium
735,8.78,0.04,-0.07,40.0,46.0,8.57,8.39,Excellent,Medium
736,5.11,0.25,-0.3,72.0,72.0,5.35,5.59,Below Average,Low
737,7.23,0.47,0.219,134.0,42.0,8.97,14.51,Good,Low
738,6.33,0.56,1.11,40.0,112.0,5.52,5.23,Average,High
739,6.08,0.45,0.11,128.0,64.0,7.49,10.32,Average,Low
740,9.44,0.42,0.475,70.0,74.0,9.18,8.93,Excellent,High
741,5.25,0.34,0.69,44.0,24.0,6.84,9.76,Below Average,Low
742,8.32,0.4,0.8,44.0,102.0,9.0,9.29,Good,Medium
743,5.14,0.19,0.029,84.0,24.0,5.51,6.8,Below Average,Low
744,8.4,0.45,0.55,68.0,100.0,9.16,9.68,Good,Medium
745,5.88,0.23,0.47,38.0,112.0,5.91,5.92,Average,High
746,6.32,0.52,0.39,86.0,68.0,8.2,10.57,Average,Low
